idx,시점,지역동,65세이상총합,65세이상남자,65세이상여자,총인구,총인구남자,총인구여자
1618,2021-09-01,화전동,447,206,241,3873,2085,1789
1619,2021-09-01,회동동,723,344,378,2454,1295,1159
1620,2021-10-01,가야동,8227,3637,4590,36172,17836,18336
1621,2021-10-01,감만동,5433,2374,3059,19895,10026,9869
1622,2021-10-01,감전동,3109,1414,1695,13365,7092,6273
1623,2021-10-01,감천동,6773,2928,3845,24601,12234,12367
1624,2021-10-01,강동동,1494,704,790,4231,2269,1962
1625,2021-10-01,개금동,10951,4793,6158,56722,27380,29342
1626,2021-10-01,거제동,12165,5345,6820,62137,29938,32199
1627,2021-10-01,광복동,82,37,44,243,123,119
1628,2021-10-01,광안동,13733,5810,7923,67879,31502,36377
1629,2021-10-01,괘법동,3647,1757,1890,22447,11627,10820
1630,2021-10-01,괴정동,14382,6241,8141,58464,28262,30202
1631,2021-10-01,구랑동,22,10,11,189,102,87
1632,2021-10-01,구서동,9972,4407,5565,53127,25328,27799
1633,2021-10-01,구평동,1758,840,918,12872,6579,6293
1634,2021-10-01,구포동,11758,5417,6341,61017,31190,29827
1635,2021-10-01,금곡동,8790,3625,5165,38136,18416,19720
1636,2021-10-01,금사동,1624,775,850,5464,2877,2588
1637,2021-10-01,금성동,277,124,153,1049,506,543
1638,2021-10-01,기장읍,11510,4748,6762,52793,25736,27057
1639,2021-10-01,낙민동,3840,1679,2161,20030,9720,10310
1640,2021-10-01,남부민동,4703,2028,2675,13956,7003,6953
1641,2021-10-01,남산동,6745,2970,3775,29087,14173,14914
1642,2021-10-01,남천동,5465,2320,3145,25978,12047,13931
1643,2021-10-01,남포동,312,150,162,926,534,392
1644,2021-10-01,남항동,1134,475,660,3616,1805,1812
1645,2021-10-01,노포동,223,103,120,788,386,402
1646,2021-10-01,녹산동,165,77,90,1423,765,657
1647,2021-10-01,눌차동,185,84,100,610,320,289
1648,2021-10-01,다대동,12585,5550,7035,66306,32936,33370
1649,2021-10-01,당감동,9680,4101,5579,44778,21506,23272
1650,2021-10-01,당리동,5492,2544,2948,26580,13011,13569
1651,2021-10-01,대교동,1134,474,659,3616,1804,1811
1652,2021-10-01,대연동,16437,7183,9254,93559,45732,47827
1653,2021-10-01,대저1동,2204,1096,1108,6536,3594,2942
1654,2021-10-01,대저2동,1694,806,888,7101,3998,3103
1655,2021-10-01,대창동,82,38,45,244,124,120
1656,2021-10-01,대청동,1615,639,976,6298,2947,3351
1657,2021-10-01,대평동,1133,474,659,3615,1804,1811
1658,2021-10-01,대항동,147,67,80,488,256,231
1659,2021-10-01,덕천동,8671,3662,5009,34052,16811,17241
1660,2021-10-01,덕포동,4389,2006,2383,21650,11015,10635
1661,2021-10-01,동광동,908,411,497,2684,1364,1320
1662,2021-10-01,동대신동,5484,2305,3179,20665,9936,10729
1663,2021-10-01,동삼동,11229,4868,6361,41010,20145,20865
1664,2021-10-01,동선동,333,152,182,1098,577,522
1665,2021-10-01,두구동,596,283,313,1857,999,859
1666,2021-10-01,만덕동,11384,5284,6100,61902,30315,31587
1667,2021-10-01,망미동,9551,4223,5328,38396,18524,19872
1668,2021-10-01,명륜동,3384,1481,1903,24802,12192,12610
1669,2021-10-01,명장동,6638,3000,3638,29061,14125,14936
1670,2021-10-01,명지동,6011,2841,3170,83216,41757,41459
1671,2021-10-01,모라동,9512,3958,5554,38639,19054,19585
1672,2021-10-01,문현동,10612,4450,6162,46510,22676,23834
1673,2021-10-01,미음동,44,20,23,379,204,175
1674,2021-10-01,민락동,5631,2467,3164,28581,13780,14801
1675,2021-10-01,반송동,11575,4743,6832,37152,18270,18883
1676,2021-10-01,반여동,13865,6071,7794,72219,35516,36703
1677,2021-10-01,범방동,99,45,53,853,459,394
1678,2021-10-01,범일동,6392,2751,3641,23887,11860,12027
1679,2021-10-01,범전동,1491,674,817,7972,3989,3983
1680,2021-10-01,범천동,6802,2887,3915,32474,15551,16923
1681,2021-10-01,보수동,2808,1178,1630,10594,5133,5461
1682,2021-10-01,복천동,1748,726,1022,5740,2787,2953
1683,2021-10-01,봉래동,4130,1717,2413,14639,7173,7466
1684,2021-10-01,봉림동,413,194,219,1049,557,492
1685,2021-10-01,부곡동,12593,5329,7264,54789,26287,28502
1686,2021-10-01,부민동,912,398,515,4597,2173,2425
1687,2021-10-01,부암동,7474,3307,4167,40506,19849,20657
1688,2021-10-01,부용동,588,256,331,2968,1402,1565
1689,2021-10-01,부전동,2844,1286,1558,17859,8906,8953
1690,2021-10-01,부평동,1377,569,808,4538,2147,2391
1691,2021-10-01,사직동,8874,3821,5053,55678,27062,28616
1692,2021-10-01,삼락동,1490,660,830,5818,3115,2703
1693,2021-10-01,생곡동,88,40,47,758,408,350
1694,2021-10-01,서대신동,6067,2561,3506,29740,14001,15739
1695,2021-10-01,서동,7340,3215,4125,25915,13023,12892
1696,2021-10-01,석대동,43,18,25,138,69,68
1697,2021-10-01,선동,152,72,80,475,255,219
1698,2021-10-01,성북동,296,135,162,976,513,464
1699,2021-10-01,송정동_강서구,331,153,179,2846,1531,1314
1700,2021-10-01,송정동_해운대구,2491,1037,1454,9921,4783,5138
1701,2021-10-01,수안동,2421,1058,1363,12633,6130,6503
1702,2021-10-01,수영동,4390,1891,2499,14749,7060,7689
1703,2021-10-01,수정동,7252,2942,4310,23342,11209,12133
1704,2021-10-01,식만동,172,81,91,437,232,205
1705,2021-10-01,신선동,2999,1208,1791,8405,4226,4179
1706,2021-10-01,신창동,82,38,45,243,124,120
1707,2021-10-01,신평동,6181,2812,3369,32766,16671,16095
1708,2021-10-01,신호동,1656,764,892,14229,7659,6571
1709,2021-10-01,아미동,2385,1017,1368,6662,3382,3280
1710,2021-10-01,안락동,8830,3935,4895,41926,20479,21447
1711,2021-10-01,암남동,3272,1412,1860,12823,6308,6515
1712,2021-10-01,양정동,6066,2564,3502,32232,14996,17236
1713,2021-10-01,엄궁동,3813,1740,2073,27233,13601,13632
1714,2021-10-01,연산동,29685,13148,16537,143470,69051,74419
1715,2021-10-01,연지동,4663,2011,2652,20670,9752,10918
1716,2021-10-01,영선동,3717,1598,2119,12325,5947,6378
1717,2021-10-01,영주동,3314,1410,1904,11798,5845,5953
1718,2021-10-01,오륜동,35,15,20,187,90,97
1719,2021-10-01,온천동,14503,6449,8054,73184,35389,37795
1720,2021-10-01,용당동,1730,781,949,8292,4197,4095
1721,2021-10-01,용호동,17158,7519,9639,82093,39619,42474
1722,2021-10-01,우동,14160,6347,7813,82081,38989,43092
1723,2021-10-01,우암동,3735,1619,2116,12887,6366,6521
1724,2021-10-01,일광읍,3721,1657,2064,25805,12779,13026
1725,2021-10-01,장림동,6613,3023,3590,38137,19497,18640
1726,2021-10-01,장안읍,2319,1044,1275,8598,4636,3962
1727,2021-10-01,장전동,7339,3070,4269,44991,22375,22616
1728,2021-10-01,재송동,9781,4407,5374,62823,30823,32000
1729,2021-10-01,전포동,7873,3380,4493,42858,20320,22538
1730,2021-10-01,정관읍,8969,3845,5124,81798,40387,41411
1731,2021-10-01,좌동,13886,5775,8111,89686,41857,47829
1732,2021-10-01,좌천동,3180,1318,1862,10815,5255,5560
1733,2021-10-01,주례동,9259,4265,4994,51627,25854,25773
1734,2021-10-01,죽동동,171,80,91,436,231,205
1735,2021-10-01,죽림동,172,81,91,437,232,205
1736,2021-10-01,중동,7049,3097,3952,43496,20847,22649
1737,2021-10-01,중앙동,466,224,242,2865,1374,1491
1738,2021-10-01,지사동,1225,566,660,10530,5668,4863
1739,2021-10-01,창선동,82,37,44,243,123,120
1740,2021-10-01,천성동,222,100,121,732,385,347
1741,2021-10-01,철마면,2526,1178,1348,7885,3991,3894
1742,2021-10-01,청룡동,2548,1176,1372,8970,4393,4577
1743,2021-10-01,청학동,6374,2757,3617,23885,11803,12082
1744,2021-10-01,초량동,6857,2850,4007,29661,14584,15077
1745,2021-10-01,초읍동,5940,2545,3395,22185,10700,11485
1746,2021-10-01,초장동,1557,662,895,4317,2189,2128
1747,2021-10-01,충무동,627,267,360,2457,1172,1284
1748,2021-10-01,칠산동,1174,488,686,3858,1874,1984
1749,2021-10-01,토성동,1882,802,1080,7372,3518,3855
1750,2021-10-01,하단동,7937,3509,4428,46879,23379,23500
1751,2021-10-01,학장동,5362,2413,2949,28359,14185,14174
1752,2021-10-01,화명동,11362,5167,6195,88659,43451,45208
1753,2021-10-01,화전동,453,209,244,3890,2094,1796
1754,2021-10-01,회동동,727,346,380,2449,1289,1159
1755,2022-04-01,가야동,8369,3676,4693,35749,17682,18067
1756,2022-04-01,감만동,5451,2366,3085,19408,9779,9629
1757,2022-04-01,감전동,3218,1469,1749,13153,6958,6195
1758,2022-04-01,감천동,6907,2997,3910,24017,11921,12096
1759,2022-04-01,강동동,1548,728,820,4184,2240,1944
1760,2022-04-01,개금동,11204,4909,6295,56056,27044,29012
1761,2022-04-01,거제동,12370,5445,6925,61044,29333,31711
1762,2022-04-01,광복동,82,37,45,240,122,117
1763,2022-04-01,광안동,14054,5941,8113,67917,31401,36516
1764,2022-04-01,괘법동,3792,1823,1969,22580,11680,10900
1765,2022-04-01,괴정동,14791,6404,8387,58789,28362,30427
1766,2022-04-01,구랑동,23,10,12,192,103,88
1767,2022-04-01,구서동,10185,4499,5686,51980,24766,27214
1768,2022-04-01,구평동,1793,852,941,12887,6579,6308
1769,2022-04-01,구포동,12193,5598,6595,60681,30941,29740
1770,2022-04-01,금곡동,9018,3761,5257,37636,18213,19423
1771,2022-04-01,금사동,1659,795,864,5352,2811,2541
1772,2022-04-01,금성동,277,122,155,1023,494,529
1773,2022-04-01,기장읍,11861,4892,6969,52787,25717,27070
1774,2022-04-01,낙민동,3926,1708,2219,19693,9544,10150
1775,2022-04-01,남부민동,4771,2063,2708,13710,6883,6827
1776,2022-04-01,남산동,6840,3011,3829,28406,13875,14531
1777,2022-04-01,남천동,5549,2362,3187,25852,11997,13855
1778,2022-04-01,남포동,323,166,157,899,524,375
1779,2022-04-01,남항동,1157,484,673,3616,1809,1807
1780,2022-04-01,노포동,227,105,122,784,383,401
1781,2022-04-01,녹산동,172,80,93,1444,778,667
1782,2022-04-01,눌차동,194,90,104,628,331,297
1783,2022-04-01,다대동,12991,5755,7236,65206,32367,32839
1784,2022-04-01,당감동,9868,4183,5685,44251,21251,23000
1785,2022-04-01,당리동,5603,2590,3013,26055,12712,13343
1786,2022-04-01,대교동,1157,484,673,3615,1809,1806
1787,2022-04-01,대연동,16734,7283,9451,92978,45507,47471
1788,2022-04-01,대저1동,2270,1119,1151,6451,3545,2906
1789,2022-04-01,대저2동,1705,818,887,7034,3950,3084
1790,2022-04-01,대창동,83,38,46,241,123,118
1791,2022-04-01,대청동,1639,644,995,6187,2887,3300
1792,2022-04-01,대평동,1156,483,673,3615,1809,1806
1793,2022-04-01,대항동,155,72,83,502,265,237
1794,2022-04-01,덕천동,8863,3762,5101,33545,16520,17025
1795,2022-04-01,덕포동,4510,2062,2448,21357,10852,10505
1796,2022-04-01,동광동,914,414,500,2626,1348,1278
1797,2022-04-01,동대신동,5548,2316,3232,20487,9834,10653
1798,2022-04-01,동삼동,11390,4911,6479,40404,19855,20549
1799,2022-04-01,동선동,351,163,188,1132,597,535
1800,2022-04-01,두구동,602,289,313,1830,977,853
1801,2022-04-01,만덕동,11822,5495,6327,61490,30113,31377
1802,2022-04-01,망미동,9683,4269,5414,37842,18194,19648
1803,2022-04-01,명륜동,3443,1512,1931,24408,11995,12413
1804,2022-04-01,명장동,6823,3080,3743,28610,13890,14720
1805,2022-04-01,명지동,6296,2971,3325,84019,42088,41931
1806,2022-04-01,모라동,9667,4033,5634,38041,18739,19302
1807,2022-04-01,문현동,10820,4546,6274,46203,22531,23672
1808,2022-04-01,미음동,46,21,24,384,207,177
1809,2022-04-01,민락동,5732,2497,3235,28479,13731,14748
1810,2022-04-01,반송동,11689,4808,6882,36423,17920,18503
1811,2022-04-01,반여동,14205,6218,7987,70894,34837,36057
1812,2022-04-01,범방동,103,47,56,866,466,399
1813,2022-04-01,범일동,6525,2812,3713,23943,11858,12085
1814,2022-04-01,범전동,1499,682,817,7908,3943,3965
1815,2022-04-01,범천동,6855,2912,3943,32074,15340,16734
1816,2022-04-01,보수동,2876,1205,1671,10522,5086,5436
1817,2022-04-01,복천동,1747,744,1004,5549,2713,2837
1818,2022-04-01,봉래동,4194,1760,2434,14570,7154,7416
1819,2022-04-01,봉림동,418,199,220,1029,552,478
1820,2022-04-01,부곡동,12788,5424,7365,54060,25947,28114
1821,2022-04-01,부민동,930,406,524,4563,2156,2407
1822,2022-04-01,부암동,7637,3388,4249,40475,19757,20718
1823,2022-04-01,부용동,599,261,338,2946,1392,1554
1824,2022-04-01,부전동,2878,1316,1562,18162,9021,9141
1825,2022-04-01,부평동,1418,586,832,4508,2126,2382
1826,2022-04-01,사직동,8943,3853,5090,54024,26232,27792
1827,2022-04-01,삼락동,1504,665,839,5704,3046,2658
1828,2022-04-01,생곡동,92,42,49,769,414,355
1829,2022-04-01,서대신동,6162,2597,3565,29221,13762,15459
1830,2022-04-01,서동,7460,3298,4162,25352,12771,12581
1831,2022-04-01,석대동,44,18,25,134,67,67
1832,2022-04-01,선동,153,73,80,468,250,218
1833,2022-04-01,성북동,312,145,167,1006,531,476
1834,2022-04-01,송정동_강서구,346,160,186,2888,1555,1333
1835,2022-04-01,송정동_해운대구,2574,1075,1499,9885,4761,5124
1836,2022-04-01,수안동,2476,1076,1399,12421,6019,6401
1837,2022-04-01,수영동,4472,1919,2553,14543,6962,7581
1838,2022-04-01,수정동,7340,2984,4356,22968,11032,11936
1839,2022-04-01,식만동,174,82,91,429,230,199
1840,2022-04-01,신선동,2982,1208,1774,8152,4085,4067
1841,2022-04-01,신창동,83,37,46,240,123,118
1842,2022-04-01,신평동,6522,2980,3542,34276,17424,16852
1843,2022-04-01,신호동,1727,798,929,14438,7774,6664
1844,2022-04-01,아미동,2362,995,1367,6423,3255,3168
1845,2022-04-01,안락동,9008,4019,4989,41192,20149,21043
1846,2022-04-01,암남동,3314,1429,1885,12605,6178,6427
1847,2022-04-01,양정동,6164,2605,3559,31628,14746,16882
1848,2022-04-01,엄궁동,3919,1776,2143,26638,13305,13333
1849,2022-04-01,연산동,30594,13525,17069,145633,70029,75604
1850,2022-04-01,연지동,4761,2051,2710,20439,9677,10762
1851,2022-04-01,영선동,3779,1629,2150,12069,5834,6235
1852,2022-04-01,영주동,3365,1430,1935,11733,5803,5930
1853,2022-04-01,오륜동,36,15,20,184,88,95
1854,2022-04-01,온천동,15723,6959,8764,84348,40630,43718
1855,2022-04-01,용당동,1757,798,959,8219,4135,4084
1856,2022-04-01,용호동,17618,7715,9903,81104,39090,42014
1857,2022-04-01,우동,14473,6458,8015,81303,38558,42745
1858,2022-04-01,우암동,3796,1645,2151,12705,6270,6435
1859,2022-04-01,일광읍,3862,1728,2134,25726,12716,13010
1860,2022-04-01,장림동,6801,3097,3704,37696,19239,18457
1861,2022-04-01,장안읍,2357,1066,1291,8538,4614,3924
1862,2022-04-01,장전동,7452,3128,4324,44270,22056,22214
1863,2022-04-01,재송동,10033,4504,5529,62054,30395,31659
1864,2022-04-01,전포동,7992,3440,4552,42467,20096,22371
1865,2022-04-01,정관읍,9269,3985,5284,81563,40331,41232
1866,2022-04-01,좌동,14228,5949,8279,88702,41413,47289
1867,2022-04-01,좌천동,3315,1386,1929,11735,5703,6032
1868,2022-04-01,주례동,9455,4368,5087,50882,25460,25422
1869,2022-04-01,죽동동,173,82,91,428,229,198
1870,2022-04-01,죽림동,174,83,91,429,230,199
1871,2022-04-01,중동,7227,3190,4037,43735,20960,22775
1872,2022-04-01,중앙동,462,221,241,3149,1480,1669
1873,2022-04-01,지사동,1278,591,688,10684,5753,4932
1874,2022-04-01,창선동,83,37,45,240,123,117
1875,2022-04-01,천성동,234,109,125,755,397,357
1876,2022-04-01,철마면,2621,1236,1385,7891,4017,3874
1877,2022-04-01,청룡동,2594,1200,1394,8925,4358,4567
1878,2022-04-01,청학동,6447,2799,3648,23366,11528,11838
1879,2022-04-01,초량동,6917,2887,4030,29611,14521,15090
1880,2022-04-01,초읍동,6013,2595,3418,21813,10500,11313
1881,2022-04-01,초장동,1538,656,882,4190,2127,2063
1882,2022-04-01,충무동,637,272,365,2454,1169,1285
1883,2022-04-01,칠산동,1174,499,674,3731,1824,1906
1884,2022-04-01,토성동,1914,816,1098,7362,3507,3855
1885,2022-04-01,하단동,8211,3620,4591,46630,23329,23301
1886,2022-04-01,학장동,5552,2512,3040,28010,13943,14067
1887,2022-04-01,화명동,11736,5342,6394,87500,42748,44752
1888,2022-04-01,화전동,472,219,254,3947,2125,1822
1889,2022-04-01,회동동,743,356,387,2399,1260,1139
1890,2022-05-01,가야동,8392,3691,4701,35700,17645,18055
1891,2022-05-01,감만동,5428,2356,3072,19275,9695,9580
1892,2022-05-01,감전동,3225,1477,1748,13144,6951,6193
1893,2022-05-01,감천동,6920,3002,3918,23952,11893,12059
1894,2022-05-01,강동동,1554,733,821,4186,2244,1942
1895,2022-05-01,개금동,11262,4925,6337,55959,26984,28975
1896,2022-05-01,거제동,12397,5454,6943,60863,29247,31616
1897,2022-05-01,광복동,82,37,45,238,122,116
1898,2022-05-01,광안동,14084,5958,8126,67998,31470,36528
1899,2022-05-01,괘법동,3828,1845,1983,22645,11712,10933
1900,2022-05-01,괴정동,14851,6436,8415,58827,28372,30455
1901,2022-05-01,구랑동,23,10,12,193,104,89
1902,2022-05-01,구서동,10217,4512,5705,51934,24746,27188
1903,2022-05-01,구평동,1801,857,944,12920,6591,6329
1904,2022-05-01,구포동,12237,5638,6599,60537,30855,29682
1905,2022-05-01,금곡동,9059,3785,5274,37577,18172,19405
1906,2022-05-01,금사동,1660,795,866,5341,2808,2533
1907,2022-05-01,금성동,277,121,156,1013,486,527
1908,2022-05-01,기장읍,11853,4887,6966,52552,25615,26937
1909,2022-05-01,낙민동,3945,1714,2231,19692,9535,10158
1910,2022-05-01,남부민동,4789,2067,2722,13693,6870,6823
1911,2022-05-01,남산동,6859,3023,3836,28351,13845,14506
1912,2022-05-01,남천동,5556,2366,3190,25856,11979,13877
1913,2022-05-01,남포동,320,167,153,897,526,371
1914,2022-05-01,남항동,1157,483,674,3611,1810,1802
1915,2022-05-01,노포동,227,105,122,782,381,401
1916,2022-05-01,녹산동,175,81,94,1450,782,668
1917,2022-05-01,눌차동,196,91,105,632,334,298
1918,2022-05-01,다대동,13046,5774,7272,65091,32329,32762
1919,2022-05-01,당감동,9896,4190,5706,44187,21200,22987
1920,2022-05-01,당리동,5642,2607,3035,26021,12714,13307
1921,2022-05-01,대교동,1157,483,674,3611,1809,1801
1922,2022-05-01,대연동,16784,7289,9495,92919,45474,47445
1923,2022-05-01,대저1동,2276,1120,1156,6426,3530,2896
1924,2022-05-01,대저2동,1700,818,882,7046,3961,3085
1925,2022-05-01,대창동,83,37,46,239,122,117
1926,2022-05-01,대청동,1654,655,999,6180,2889,3291
1927,2022-05-01,대평동,1157,483,674,3610,1809,1801
1928,2022-05-01,대항동,157,73,84,506,267,239
1929,2022-05-01,덕천동,8879,3767,5112,33427,16483,16944
1930,2022-05-01,덕포동,4541,2069,2472,21349,10828,10521
1931,2022-05-01,동광동,917,415,502,2613,1339,1274
1932,2022-05-01,동대신동,5558,2327,3231,20458,9823,10635
1933,2022-05-01,동삼동,11437,4929,6508,40670,19978,20692
1934,2022-05-01,동선동,355,165,190,1140,602,538
1935,2022-05-01,두구동,604,291,313,1828,972,856
1936,2022-05-01,만덕동,11911,5525,6386,61738,30226,31512
1937,2022-05-01,망미동,9692,4268,5424,37801,18162,19639
1938,2022-05-01,명륜동,3473,1528,1945,24373,11967,12406
1939,2022-05-01,명장동,6848,3083,3765,28605,13869,14736
1940,2022-05-01,명지동,6315,2988,3327,84112,42128,41984
1941,2022-05-01,모라동,9723,4071,5652,37965,18726,19239
1942,2022-05-01,문현동,10846,4557,6289,46308,22598,23710
1943,2022-05-01,미음동,46,21,25,386,208,178
1944,2022-05-01,민락동,5754,2507,3247,28461,13718,14743
1945,2022-05-01,반송동,11717,4811,6907,36284,17840,18444
1946,2022-05-01,반여동,14238,6226,8012,70649,34707,35942
1947,2022-05-01,범방동,105,48,56,870,469,401
1948,2022-05-01,범일동,6523,2811,3712,23914,11830,12084
1949,2022-05-01,범전동,1499,682,817,7886,3928,3958
1950,2022-05-01,범천동,6881,2925,3956,32133,15372,16761
1951,2022-05-01,보수동,2884,1203,1681,10527,5085,5442
1952,2022-05-01,복천동,1751,746,1006,5551,2716,2836
1953,2022-05-01,봉래동,4191,1757,2434,14503,7120,7383
1954,2022-05-01,봉림동,421,202,220,1030,552,478
1955,2022-05-01,부곡동,12811,5421,7391,53951,25873,28079
1956,2022-05-01,부민동,933,406,527,4560,2156,2405
1957,2022-05-01,부암동,7650,3386,4264,40496,19753,20743
1958,2022-05-01,부용동,601,261,340,2945,1392,1552
1959,2022-05-01,부전동,2882,1318,1564,18409,9109,9300
1960,2022-05-01,부평동,1416,585,831,4485,2118,2367
1961,2022-05-01,사직동,8948,3851,5097,53821,26103,27718
1962,2022-05-01,삼락동,1501,661,840,5681,3028,2653
1963,2022-05-01,생곡동,93,43,50,773,417,356
1964,2022-05-01,서대신동,6186,2602,3584,29188,13730,15458
1965,2022-05-01,서동,7504,3310,4194,25293,12728,12565
1966,2022-05-01,석대동,44,18,25,134,67,67
1967,2022-05-01,선동,154,74,80,467,248,219
1968,2022-05-01,성북동,316,147,169,1013,535,479
1969,2022-05-01,송정동_강서구,350,162,188,2901,1564,1337
1970,2022-05-01,송정동_해운대구,2574,1070,1504,9832,4727,5105
